model,outcome,contrast,estimate,se,ci_lo,ci_hi,IRR,IRR_ci_lo,IRR_ci_hi,test,p,dispersion_alpha,dispersion_note,LRT_nb_vs_poisson,p_LRT_overdispersion,overdispersed,re_sd,converged,n_subj,n_obs,n_params,representation
A_rater_sum_NB,BS_RJA,Omnibus Group x Time,,,,,,,,Wald chi2(2) = 5.2853,0.07117067373329668,0.04151377184915002,NB alpha; larger = more overdispersion. Poisson is alpha -> 0.,11.063957459517155,0.0004401103401705797,True,0.24967677575934707,True,41,119,9,"SUM of the two raters' counts of the SAME session. A sensitivity representation of the two ratings, NOT twice the observed behavioural events."
A_rater_sum_NB,BS_RJA,T1->T2 difference in change,0.3657340085207922,0.160003561001165,0.05212702895850879,0.6793409880830756,1.4415717458522728,1.0535095602360376,1.9725773518125147,z = 2.2858,0.022266741299679,0.04151377184915002,NB alpha; larger = more overdispersion. Poisson is alpha -> 0.,11.063957459517155,0.0004401103401705797,True,0.24967677575934707,True,41,119,9,"SUM of the two raters' counts of the SAME session. A sensitivity representation of the two ratings, NOT twice the observed behavioural events."
A_rater_sum_NB,BS_RJA,T1->T3 difference in change,0.14839561380831437,0.1550369185992025,-0.15547674664612252,0.4522679742627512,1.1599717064255077,0.8560069817307694,1.571873113683202,z = 0.9572,0.3384849510782224,0.04151377184915002,NB alpha; larger = more overdispersion. Poisson is alpha -> 0.,11.063957459517155,0.0004401103401705797,True,0.24967677575934707,True,41,119,9,"SUM of the two raters' counts of the SAME session. A sensitivity representation of the two ratings, NOT twice the observed behavioural events."
A_rater_sum_NB,BS_IJA,Omnibus Group x Time,,,,,,,,Wald chi2(2) = 0.9080,0.6350957652541387,0.35510641812347565,NB alpha; larger = more overdispersion. Poisson is alpha -> 0.,242.61254233238833,5.297088888658483e-55,True,0.581310011334566,True,41,119,9,"SUM of the two raters' counts of the SAME session. A sensitivity representation of the two ratings, NOT twice the observed behavioural events."
A_rater_sum_NB,BS_IJA,T1->T2 difference in change,0.1890872248961321,0.3096776268328421,-0.41788092369623847,0.7960553734885027,1.208146328325137,0.6584406284332232,2.216779292794718,z = 0.6106,0.5414685583019991,0.35510641812347565,NB alpha; larger = more overdispersion. Poisson is alpha -> 0.,242.61254233238833,5.297088888658483e-55,True,0.581310011334566,True,41,119,9,"SUM of the two raters' counts of the SAME session. A sensitivity representation of the two ratings, NOT twice the observed behavioural events."
A_rater_sum_NB,BS_IJA,T1->T3 difference in change,0.28761218924985416,0.30560211626515854,-0.3113679586298566,0.886592337129565,1.333240158986463,0.7324443170717749,2.426845672911491,z = 0.9411,0.346636785415538,0.35510641812347565,NB alpha; larger = more overdispersion. Poisson is alpha -> 0.,242.61254233238833,5.297088888658483e-55,True,0.581310011334566,True,41,119,9,"SUM of the two raters' counts of the SAME session. A sensitivity representation of the two ratings, NOT twice the observed behavioural events."
A_rater_sum_NB,BS_EC,Omnibus Group x Time,,,,,,,,Wald chi2(2) = 0.1489,0.9282393454390205,0.35248609224860983,NB alpha; larger = more overdispersion. Poisson is alpha -> 0.,86.65092682273303,6.4734941476056865e-21,True,0.8141025163086387,True,41,119,9,"SUM of the two raters' counts of the SAME session. A sensitivity representation of the two ratings, NOT twice the observed behavioural events."
A_rater_sum_NB,BS_EC,T1->T2 difference in change,-0.07937000500911781,0.3424259140641738,-0.7505247965748985,0.5917847865566628,0.9236980882888622,0.47211872142823963,1.8072110246494106,z = -0.2318,0.8167031604905666,0.35248609224860983,NB alpha; larger = more overdispersion. Poisson is alpha -> 0.,86.65092682273303,6.4734941476056865e-21,True,0.8141025163086387,True,41,119,9,"SUM of the two raters' counts of the SAME session. A sensitivity representation of the two ratings, NOT twice the observed behavioural events."
A_rater_sum_NB,BS_EC,T1->T3 difference in change,-0.13099882637269183,0.34135412812338595,-0.8000529174945283,0.5380552647491446,0.8772188039183829,0.44930518738332964,1.712672926011602,z = -0.3838,0.701154673837592,0.35248609224860983,NB alpha; larger = more overdispersion. Poisson is alpha -> 0.,86.65092682273303,6.4734941476056865e-21,True,0.8141025163086387,True,41,119,9,"SUM of the two raters' counts of the SAME session. A sensitivity representation of the two ratings, NOT twice the observed behavioural events."
A_rater_sum_NB,BS_FL,Omnibus Group x Time,,,,,,,,Wald chi2(2) = 0.4564,0.795981871430319,5.058948315844921e-05,NB alpha; larger = more overdispersion. Poisson is alpha -> 0.,-0.2021726754157953,0.5,False,2.1606742432879144e-60,True,41,119,9,"SUM of the two raters' counts of the SAME session. A sensitivity representation of the two ratings, NOT twice the observed behavioural events."
